zona_climatica;suris_range;volris_range;supdi_range;EPgl_nren;EPgl_ren;CO2
C;500-1000;200-500;50-100;90.27;0.45;17.0
C;500-1000;200-500;100-200;66.45;6.71;14.1
C;500-1000;200-500;200-500;38.92;2.54;8.16
C;500-1000;200-500;500-1000;32.69;3.15;7.01
C;500-1000;200-500;1000-5000;129.77;1.15;26.12
C;500-1000;200-500;>5000;0.0;0.0;0.0
C;500-1000;500-1000;<50;0.0;0.0;0.0
C;500-1000;500-1000;50-100;0.0;0.0;0.0
C;500-1000;500-1000;100-200;49.06;7.36;10.36
C;500-1000;500-1000;200-500;40.33;13.38;8.63
C;500-1000;500-1000;500-1000;39.62;0.0;7.93
C;500-1000;500-1000;1000-5000;0.0;0.0;0.0
C;500-1000;500-1000;>5000;0.0;0.0;0.0
C;500-1000;1000-5000;<50;61.31;10.56;13.67
C;500-1000;1000-5000;50-100;46.15;13.76;9.76
C;500-1000;1000-5000;100-200;43.58;3.6;9.06
C;500-1000;1000-5000;200-500;64.19;7.01;13.03
C;500-1000;1000-5000;500-1000;82.65;10.68;16.83
C;500-1000;1000-5000;1000-5000;113.68;14.86;23.08
C;500-1000;1000-5000;>5000;0.0;0.0;0.0
C;500-1000;5000-10000;<50;0.0;0.0;0.0
C;500-1000;5000-10000;50-100;0.0;0.0;0.0
C;500-1000;5000-10000;100-200;0.0;0.0;0.0
C;500-1000;5000-10000;200-500;0.0;0.0;0.0
C;500-1000;5000-10000;500-1000;0.0;0.0;0.0
C;500-1000;5000-10000;1000-5000;0.0;0.0;0.0
C;500-1000;5000-10000;>5000;0.0;0.0;0.0
C;500-1000;>10000;<50;0.0;0.0;0.0
C;500-1000;>10000;50-100;0.0;0.0;0.0
C;500-1000;>10000;100-200;0.0;0.0;0.0
C;500-1000;>10000;200-500;0.0;0.0;0.0
C;500-1000;>10000;500-1000;0.0;0.0;0.0
C;500-1000;>10000;1000-5000;0.0;0.0;0.0
C;500-1000;>10000;>5000;0.0;0.0;0.0
C;1000-5000;<50;<50;0.0;0.0;0.0
C;1000-5000;<50;50-100;0.0;0.0;0.0
C;1000-5000;<50;100-200;0.0;0.0;0.0
C;1000-5000;<50;200-500;0.0;0.0;0.0
C;1000-5000;<50;500-1000;0.0;0.0;0.0
C;1000-5000;<50;1000-5000;0.0;0.0;0.0
C;1000-5000;<50;>5000;0.0;0.0;0.0
C;1000-5000;50-100;<50;0.0;0.0;0.0
C;1000-5000;50-100;50-100;0.0;0.0;0.0
C;1000-5000;50-100;100-200;0.0;0.0;0.0
C;1000-5000;50-100;200-500;0.0;0.0;0.0
C;1000-5000;50-100;500-1000;0.0;0.0;0.0
C;1000-5000;50-100;1000-5000;0.0;0.0;0.0
C;1000-5000;50-100;>5000;0.0;0.0;0.0
C;1000-5000;100-200;<50;0.0;0.0;0.0
C;1000-5000;100-200;50-100;0.0;0.0;0.0
C;1000-5000;100-200;100-200;0.0;0.0;0.0
C;1000-5000;100-200;200-500;0.0;0.0;0.0
C;1000-5000;100-200;500-1000;0.0;0.0;0.0
C;1000-5000;100-200;1000-5000;0.0;0.0;0.0
C;1000-5000;100-200;>5000;0.0;0.0;0.0
C;1000-5000;200-500;<50;0.0;0.0;0.0
C;1000-5000;200-500;50-100;0.0;0.0;0.0
C;1000-5000;200-500;100-200;0.0;0.0;0.0
C;1000-5000;200-500;200-500;0.0;0.0;0.0
C;1000-5000;200-500;500-1000;0.0;0.0;0.0
C;1000-5000;200-500;1000-5000;0.0;0.0;0.0
C;1000-5000;200-500;>5000;0.0;0.0;0.0
C;1000-5000;500-1000;<50;0.0;0.0;0.0
C;1000-5000;500-1000;50-100;0.0;0.0;0.0
C;1000-5000;500-1000;100-200;0.0;0.0;0.0
C;1000-5000;500-1000;200-500;0.0;0.0;0.0
C;1000-5000;500-1000;500-1000;0.0;0.0;0.0
C;1000-5000;500-1000;1000-5000;0.0;0.0;0.0
C;1000-5000;500-1000;>5000;0.0;0.0;0.0
C;1000-5000;1000-5000;<50;0.0;0.0;0.0
C;1000-5000;1000-5000;50-100;0.0;0.0;0.0
C;1000-5000;1000-5000;100-200;0.0;0.0;0.0
C;1000-5000;1000-5000;200-500;0.0;0.0;0.0
C;1000-5000;1000-5000;500-1000;0.0;0.0;0.0
C;1000-5000;1000-5000;1000-5000;0.0;0.0;0.0
C;1000-5000;1000-5000;>5000;0.0;0.0;0.0
C;1000-5000;5000-10000;<50;0.0;0.0;0.0
C;1000-5000;5000-10000;50-100;0.0;0.0;0.0
C;1000-5000;5000-10000;100-200;0.0;0.0;0.0
C;1000-5000;5000-10000;200-500;0.0;0.0;0.0
C;1000-5000;5000-10000;500-1000;0.0;0.0;0.0
C;1000-5000;5000-10000;1000-5000;0.0;0.0;0.0
C;1000-5000;5000-10000;>5000;0.0;0.0;0.0
C;1000-5000;>10000;<50;0.0;0.0;0.0
C;1000-5000;>10000;50-100;0.0;0.0;0.0
C;1000-5000;>10000;100-200;0.0;0.0;0.0
C;1000-5000;>10000;200-500;0.0;0.0;0.0
C;1000-5000;>10000;500-1000;0.0;0.0;0.0
C;1000-5000;>10000;1000-5000;0.0;0.0;0.0
C;1000-5000;>10000;>5000;0.0;0.0;0.0
C;>5000;<50;<50;0.0;0.0;0.0
C;>5000;<50;50-100;0.0;0.0;0.0
C;>5000;<50;100-200;0.0;0.0;0.0
C;>5000;<50;200-500;0.0;0.0;0.0
C;>5000;<50;500-1000;0.0;0.0;0.0
C;>5000;<50;1000-5000;0.0;0.0;0.0
C;>5000;<50;>5000;0.0;0.0;0.0
C;>5000;50-100;<50;0.0;0.0;0.0
C;>5000;50-100;50-100;0.0;0.0;0.0
C;>5000;50-100;100-200;0.0;0.0;0.0
C;>5000;50-100;200-500;0.0;0.0;0.0
C;>5000;50-100;500-1000;0.0;0.0;0.0
C;>5000;50-100;1000-5000;0.0;0.0;0.0
C;>5000;50-100;>5000;0.0;0.0;0.0
C;>5000;100-200;<50;0.0;0.0;0.0
C;>5000;100-200;50-100;0.0;0.0;0.0
C;>5000;100-200;100-200;0.0;0.0;0.0
C;>5000;100-200;200-500;0.0;0.0;0.0
C;>5000;100-200;500-1000;0.0;0.0;0.0
C;>5000;100-200;1000-5000;0.0;0.0;0.0
C;>5000;100-200;>5000;0.0;0.0;0.0
C;>5000;200-500;<50;0.0;0.0;0.0
C;>5000;200-500;50-100;0.0;0.0;0.0
C;>5000;200-500;100-200;0.0;0.0;0.0
C;>5000;200-500;200-500;0.0;0.0;0.0
C;>5000;200-500;500-1000;0.0;0.0;0.0
C;>5000;200-500;1000-5000;0.0;0.0;0.0
C;>5000;200-500;>5000;0.0;0.0;0.0
C;>5000;500-1000;<50;0.0;0.0;0.0
C;>5000;500-1000;50-100;0.0;0.0;0.0
C;>5000;500-1000;100-200;0.0;0.0;0.0
C;>5000;500-1000;200-500;0.0;0.0;0.0
C;>5000;500-1000;500-1000;0.0;0.0;0.0
C;>5000;500-1000;1000-5000;0.0;0.0;0.0
C;>5000;500-1000;>5000;0.0;0.0;0.0
C;>5000;1000-5000;<50;0.0;0.0;0.0
C;>5000;1000-5000;50-100;0.0;0.0;0.0
C;>5000;1000-5000;100-200;0.0;0.0;0.0
C;>5000;1000-5000;200-500;0.0;0.0;0.0
C;>5000;1000-5000;500-1000;0.0;0.0;0.0
C;>5000;1000-5000;1000-5000;0.0;0.0;0.0
C;>5000;1000-5000;>5000;0.0;0.0;0.0
C;>5000;5000-10000;<50;0.0;0.0;0.0
C;>5000;5000-10000;50-100;0.0;0.0;0.0
C;>5000;5000-10000;100-200;0.0;0.0;0.0
C;>5000;5000-10000;200-500;0.0;0.0;0.0
C;>5000;5000-10000;500-1000;0.0;0.0;0.0
C;>5000;5000-10000;1000-5000;0.0;0.0;0.0
C;>5000;5000-10000;>5000;0.0;0.0;0.0
C;>5000;>10000;<50;0.0;0.0;0.0
C;>5000;>10000;50-100;0.0;0.0;0.0
C;>5000;>10000;100-200;0.0;0.0;0.0
C;>5000;>10000;200-500;0.0;0.0;0.0
C;>5000;>10000;500-1000;0.0;0.0;0.0
C;>5000;>10000;1000-5000;0.0;0.0;0.0
C;>5000;>10000;>5000;0.0;0.0;0.0
D;<50;<50;<50;0.0;0.0;0.0
D;<50;<50;50-100;0.0;0.0;0.0
D;<50;<50;100-200;0.0;0.0;0.0
D;<50;<50;200-500;0.0;0.0;0.0
D;<50;<50;500-1000;0.0;0.0;0.0
D;<50;<50;1000-5000;0.0;0.0;0.0
D;<50;<50;>5000;0.0;0.0;0.0
D;<50;50-100;<50;180.58;18.05;36.78
D;<50;50-100;50-100;247.65;25.86;49.78
D;<50;50-100;100-200;329.53;28.22;65.4
D;<50;50-100;200-500;283.49;25.96;57.45
D;<50;50-100;500-1000;296.01;15.14;53.67
D;<50;50-100;1000-5000;234.5;186.21;53.77
D;<50;50-100;>5000;0.0;0.0;0.0
D;<50;100-200;<50;132.39;13.14;27.19
D;<50;100-200;50-100;155.69;16.14;31.4
D;<50;100-200;100-200;221.62;20.22;43.95
D;<50;100-200;200-500;286.07;22.05;56.19
D;<50;100-200;500-1000;270.14;13.53;53.03
D;<50;100-200;1000-5000;197.71;32.67;41.87
D;<50;100-200;>5000;0.0;0.0;0.0
D;<50;200-500;<50;123.92;14.05;25.35
D;<50;200-500;50-100;154.11;14.57;31.25
D;<50;200-500;100-200;211.7;18.49;41.87
D;<50;200-500;200-500;295.96;23.35;57.75
D;<50;200-500;500-1000;327.99;34.07;63.76
D;<50;200-500;1000-5000;411.75;2.73;77.61
D;<50;200-500;>5000;0.0;0.0;0.0
D;<50;500-1000;<50;74.64;5.84;13.72
D;<50;500-1000;50-100;201.27;21.27;41.84
D;<50;500-1000;100-200;244.4;15.62;48.75
D;<50;500-1000;200-500;379.42;12.87;76.38
D;<50;500-1000;500-1000;220.7;21.79;44.96
D;<50;500-1000;1000-5000;0.0;0.0;0.0
D;<50;500-1000;>5000;0.0;0.0;0.0
D;<50;1000-5000;<50;217.01;6.33;43.94
D;<50;1000-5000;50-100;223.02;3.91;44.53
D;<50;1000-5000;100-200;196.5;5.37;39.13
D;<50;1000-5000;200-500;333.49;12.17;68.06
D;<50;1000-5000;500-1000;280.21;2.09;56.0
D;<50;1000-5000;1000-5000;0.0;0.0;0.0
D;<50;1000-5000;>5000;0.0;0.0;0.0
D;<50;5000-10000;<50;0.0;0.0;0.0
D;<50;5000-10000;50-100;0.0;0.0;0.0
D;<50;5000-10000;100-200;0.0;0.0;0.0
D;<50;5000-10000;200-500;0.0;0.0;0.0
D;<50;5000-10000;500-1000;0.0;0.0;0.0
D;<50;5000-10000;1000-5000;0.0;0.0;0.0
D;<50;5000-10000;>5000;0.0;0.0;0.0
D;<50;>10000;<50;0.0;0.0;0.0
D;<50;>10000;50-100;0.0;0.0;0.0
D;<50;>10000;100-200;0.0;0.0;0.0
D;<50;>10000;200-500;0.0;0.0;0.0
D;<50;>10000;500-1000;0.0;0.0;0.0
D;<50;>10000;1000-5000;0.0;0.0;0.0
D;<50;>10000;>5000;0.0;0.0;0.0
D;50-100;<50;<50;0.0;0.0;0.0
D;50-100;<50;50-100;0.0;0.0;0.0
D;50-100;<50;100-200;0.0;0.0;0.0
D;50-100;<50;200-500;0.0;0.0;0.0
D;50-100;<50;500-1000;0.0;0.0;0.0
D;50-100;<50;1000-5000;0.0;0.0;0.0
D;50-100;<50;>5000;0.0;0.0;0.0
D;50-100;50-100;<50;196.43;5.72;39.67
D;50-100;50-100;50-100;151.36;8.58;30.52
D;50-100;50-100;100-200;189.54;9.14;38.51
D;50-100;50-100;200-500;185.04;12.79;36.53
D;50-100;50-100;500-1000;101.57;7.19;20.53
D;50-100;50-100;1000-5000;87.94;17.81;17.27
D;50-100;50-100;>5000;0.0;0.0;0.0
D;50-100;100-200;<50;121.32;10.22;24.87
D;50-100;100-200;50-100;141.67;9.83;28.66
D;50-100;100-200;100-200;184.08;13.96;37.02
D;50-100;100-200;200-500;242.79;18.91;49.06
D;50-100;100-200;500-1000;272.41;10.94;53.55
D;50-100;100-200;1000-5000;196.68;13.48;40.16
D;50-100;100-200;>5000;0.0;0.0;0.0
D;50-100;200-500;<50;111.95;8.2;22.85
D;50-100;200-500;50-100;118.54;8.14;24.03
D;50-100;200-500;100-200;155.15;10.54;30.85
D;50-100;200-500;200-500;214.71;17.17;42.27
D;50-100;200-500;500-1000;318.11;19.36;63.34
D;50-100;200-500;1000-5000;298.19;19.26;58.9
D;50-100;200-500;>5000;0.0;0.0;0.0
D;50-100;500-1000;<50;114.97;24.39;23.31
D;50-100;500-1000;50-100;138.71;8.72;27.99
D;50-100;500-1000;100-200;178.2;10.53;35.79
D;50-100;500-1000;200-500;267.79;19.22;53.47
D;50-100;500-1000;500-1000;320.06;32.35;64.32
D;50-100;500-1000;1000-5000;349.09;43.51;66.77
D;50-100;500-1000;>5000;0.0;0.0;0.0
D;50-100;1000-5000;<50;78.34;10.74;16.6
D;50-100;1000-5000;50-100;125.42;24.63;26.38
D;50-100;1000-5000;100-200;225.51;12.03;46.16
D;50-100;1000-5000;200-500;338.91;16.48;68.14
D;50-100;1000-5000;500-1000;402.13;11.09;81.79
D;50-100;1000-5000;1000-5000;293.64;37.09;61.29
D;50-100;1000-5000;>5000;0.0;0.0;0.0
D;50-100;5000-10000;<50;0.0;0.0;0.0
D;50-100;5000-10000;50-100;0.0;0.0;0.0
D;50-100;5000-10000;100-200;0.0;0.0;0.0
D;50-100;5000-10000;200-500;0.0;0.0;0.0
D;50-100;5000-10000;500-1000;0.0;0.0;0.0
D;50-100;5000-10000;1000-5000;0.0;0.0;0.0
D;50-100;5000-10000;>5000;0.0;0.0;0.0
D;50-100;>10000;<50;0.0;0.0;0.0
D;50-100;>10000;50-100;0.0;0.0;0.0
D;50-100;>10000;100-200;0.0;0.0;0.0
D;50-100;>10000;200-500;0.0;0.0;0.0
D;50-100;>10000;500-1000;0.0;0.0;0.0
D;50-100;>10000;1000-5000;0.0;0.0;0.0
D;50-100;>10000;>5000;0.0;0.0;0.0
D;100-200;<50;<50;0.0;0.0;0.0
D;100-200;<50;50-100;0.0;0.0;0.0
D;100-200;<50;100-200;0.0;0.0;0.0
D;100-200;<50;200-500;0.0;0.0;0.0
D;100-200;<50;500-1000;0.0;0.0;0.0
D;100-200;<50;1000-5000;0.0;0.0;0.0
D;100-200;<50;>5000;0.0;0.0;0.0
D;100-200;50-100;<50;218.3;5.15;44.54
D;100-200;50-100;50-100;183.64;2.02;38.42
D;100-200;50-100;100-200;111.33;1.77;21.37
D;100-200;50-100;200-500;171.32;15.75;34.16
D;100-200;50-100;500-1000;214.25;8.9;44.26
D;100-200;50-100;1000-5000;98.13;6.8;20.64
D;100-200;50-100;>5000;0.0;0.0;0.0
D;100-200;100-200;<50;128.88;8.11;25.68
D;100-200;100-200;50-100;130.89;6.94;25.93
D;100-200;100-200;100-200;148.54;8.6;30.64
D;100-200;100-200;200-500;196.25;11.27;39.49
D;100-200;100-200;500-1000;151.76;24.29;29.84
D;100-200;100-200;1000-5000;541.54;0.0;108.31
D;100-200;100-200;>5000;0.0;0.0;0.0
D;100-200;200-500;<50;111.89;7.49;22.7
D;100-200;200-500;50-100;102.66;6.08;20.77
D;100-200;200-500;100-200;123.96;7.07;24.75
D;100-200;200-500;200-500;178.61;16.51;35.53
D;100-200;200-500;500-1000;262.87;26.29;52.8
D;100-200;200-500;1000-5000;299.84;27.43;60.42
D;100-200;200-500;>5000;0.0;0.0;0.0
D;100-200;500-1000;<50;101.99;5.5;21.3
D;100-200;500-1000;50-100;103.59;6.36;21.06
D;100-200;500-1000;100-200;117.86;7.23;23.62
D;100-200;500-1000;200-500;165.55;19.37;32.94
D;100-200;500-1000;500-1000;209.17;32.63;41.66
D;100-200;500-1000;1000-5000;295.39;28.61;59.1
D;100-200;500-1000;>5000;0.0;0.0;0.0
D;100-200;1000-5000;<50;79.33;45.07;11.78
D;100-200;1000-5000;50-100;127.14;1.53;25.56
D;100-200;1000-5000;100-200;158.56;12.43;32.9
D;100-200;1000-5000;200-500;210.71;12.81;42.74
D;100-200;1000-5000;500-1000;293.34;27.45;59.41
D;100-200;1000-5000;1000-5000;323.63;25.7;64.58
D;100-200;1000-5000;>5000;0.0;0.0;0.0
D;100-200;5000-10000;<50;0.0;0.0;0.0
D;100-200;5000-10000;50-100;0.0;0.0;0.0
D;100-200;5000-10000;100-200;0.0;0.0;0.0
D;100-200;5000-10000;200-500;0.0;0.0;0.0
D;100-200;5000-10000;500-1000;0.0;0.0;0.0
D;100-200;5000-10000;1000-5000;0.0;0.0;0.0
D;100-200;5000-10000;>5000;0.0;0.0;0.0
D;100-200;>10000;<50;0.0;0.0;0.0
D;100-200;>10000;50-100;0.0;0.0;0.0
D;100-200;>10000;100-200;0.0;0.0;0.0
D;100-200;>10000;200-500;0.0;0.0;0.0
D;100-200;>10000;500-1000;0.0;0.0;0.0
D;100-200;>10000;1000-5000;0.0;0.0;0.0
D;100-200;>10000;>5000;0.0;0.0;0.0
D;200-500;<50;<50;0.0;0.0;0.0
D;200-500;<50;50-100;0.0;0.0;0.0
D;200-500;<50;100-200;0.0;0.0;0.0
D;200-500;<50;200-500;0.0;0.0;0.0
D;200-500;<50;500-1000;0.0;0.0;0.0
D;200-500;<50;1000-5000;0.0;0.0;0.0
D;200-500;<50;>5000;0.0;0.0;0.0
D;200-500;50-100;<50;237.31;0.37;47.52
D;200-500;50-100;50-100;83.35;1.99;25.34
D;200-500;50-100;100-200;159.09;0.0;29.83
D;200-500;50-100;200-500;94.89;0.89;18.85
D;200-500;50-100;500-1000;121.83;77.24;25.35
D;200-500;50-100;1000-5000;0.0;0.0;0.0
D;200-500;50-100;>5000;0.0;0.0;0.0
D;200-500;100-200;<50;118.02;11.53;22.64
D;200-500;100-200;50-100;119.83;11.93;24.96
D;200-500;100-200;100-200;102.53;18.2;19.21
D;200-500;100-200;200-500;122.42;3.5;26.29
D;200-500;100-200;500-1000;134.73;1.85;27.27
D;200-500;100-200;1000-5000;539.63;0.5;101.27
D;200-500;100-200;>5000;0.0;0.0;0.0
D;200-500;200-500;<50;83.4;15.77;17.16
D;200-500;200-500;50-100;120.07;15.4;24.45
D;200-500;200-500;100-200;114.98;9.46;22.98
D;200-500;200-500;200-500;140.75;12.51;29.42
D;200-500;200-500;500-1000;217.31;19.47;44.34
D;200-500;200-500;1000-5000;351.31;19.34;59.11
D;200-500;200-500;>5000;0.0;0.0;0.0
D;200-500;500-1000;<50;117.31;15.08;30.78
D;200-500;500-1000;50-100;96.94;8.12;19.13
D;200-500;500-1000;100-200;104.8;7.09;20.97
D;200-500;500-1000;200-500;129.1;14.51;25.75
D;200-500;500-1000;500-1000;162.89;29.82;32.71
D;200-500;500-1000;1000-5000;277.33;21.14;55.95
D;200-500;500-1000;>5000;0.0;0.0;0.0
D;200-500;1000-5000;<50;140.61;3.09;28.56
D;200-500;1000-5000;50-100;76.4;5.06;14.02
D;200-500;1000-5000;100-200;88.98;7.39;17.61
D;200-500;1000-5000;200-500;125.04;10.67;24.92
D;200-500;1000-5000;500-1000;156.74;26.1;31.55
D;200-500;1000-5000;1000-5000;192.54;26.66;38.61
D;200-500;1000-5000;>5000;0.0;0.0;0.0
D;200-500;5000-10000;<50;0.0;0.0;0.0
D;200-500;5000-10000;50-100;0.0;0.0;0.0
D;200-500;5000-10000;100-200;0.0;0.0;0.0
D;200-500;5000-10000;200-500;0.0;0.0;0.0
D;200-500;5000-10000;500-1000;0.0;0.0;0.0
D;200-500;5000-10000;1000-5000;0.0;0.0;0.0
D;200-500;5000-10000;>5000;0.0;0.0;0.0
D;200-500;>10000;<50;0.0;0.0;0.0
D;200-500;>10000;50-100;0.0;0.0;0.0
D;200-500;>10000;100-200;0.0;0.0;0.0
D;200-500;>10000;200-500;0.0;0.0;0.0
D;200-500;>10000;500-1000;0.0;0.0;0.0
D;200-500;>10000;1000-5000;0.0;0.0;0.0
D;200-500;>10000;>5000;0.0;0.0;0.0
D;500-1000;<50;<50;0.0;0.0;0.0
D;500-1000;<50;50-100;0.0;0.0;0.0
D;500-1000;<50;100-200;0.0;0.0;0.0
D;500-1000;<50;200-500;0.0;0.0;0.0
D;500-1000;<50;500-1000;0.0;0.0;0.0
D;500-1000;<50;1000-5000;0.0;0.0;0.0
D;500-1000;<50;>5000;0.0;0.0;0.0
D;500-1000;50-100;<50;0.0;0.0;0.0
D;500-1000;50-100;50-100;0.0;0.0;0.0
D;500-1000;50-100;100-200;0.0;0.0;0.0
D;500-1000;50-100;200-500;0.0;0.0;0.0
D;500-1000;50-100;500-1000;0.0;0.0;0.0
D;500-1000;50-100;1000-5000;0.0;0.0;0.0
D;500-1000;50-100;>5000;0.0;0.0;0.0
D;500-1000;100-200;<50;99.24;0.42;19.91
D;500-1000;100-200;50-100;66.05;5.25;13.92
D;500-1000;100-200;100-200;0.0;0.0;0.0
D;500-1000;100-200;200-500;0.0;0.0;0.0
D;500-1000;100-200;500-1000;0.0;0.0;0.0
D;500-1000;100-200;1000-5000;0.0;0.0;0.0
D;500-1000;100-200;>5000;0.0;0.0;0.0
D;500-1000;200-500;<50;0.0;0.0;0.0
D;500-1000;200-500;50-100;110.44;0.63;22.13
D;500-1000;200-500;100-200;128.91;0.38;25.79
D;500-1000;200-500;200-500;72.94;2.01;15.2
D;500-1000;200-500;500-1000;0.0;0.0;0.0
D;500-1000;200-500;1000-5000;0.0;0.0;0.0
D;500-1000;200-500;>5000;0.0;0.0;0.0
D;500-1000;500-1000;<50;58.9;0.2;11.8
D;500-1000;500-1000;50-100;0.0;0.0;0.0
D;500-1000;500-1000;100-200;108.79;0.92;21.8
D;500-1000;500-1000;200-500;85.54;9.11;18.39
D;500-1000;500-1000;500-1000;116.25;4.3;24.9
D;500-1000;500-1000;1000-5000;286.58;1.86;55.36
D;500-1000;500-1000;>5000;0.0;0.0;0.0
D;500-1000;1000-5000;<50;108.36;0.17;22.44
D;500-1000;1000-5000;50-100;52.77;2.01;10.86
D;500-1000;1000-5000;100-200;59.67;2.01;11.48
D;500-1000;1000-5000;200-500;93.35;6.27;18.23
D;500-1000;1000-5000;500-1000;121.16;11.46;24.34
D;500-1000;1000-5000;1000-5000;141.77;13.23;28.36
D;500-1000;1000-5000;>5000;0.0;0.0;0.0
D;500-1000;5000-10000;<50;0.0;0.0;0.0
D;500-1000;5000-10000;50-100;0.0;0.0;0.0
D;500-1000;5000-10000;100-200;0.0;0.0;0.0
D;500-1000;5000-10000;200-500;0.0;0.0;0.0
D;500-1000;5000-10000;500-1000;0.0;0.0;0.0
D;500-1000;5000-10000;1000-5000;0.0;0.0;0.0
D;500-1000;5000-10000;>5000;0.0;0.0;0.0
D;500-1000;>10000;<50;0.0;0.0;0.0
D;500-1000;>10000;50-100;0.0;0.0;0.0
D;500-1000;>10000;100-200;0.0;0.0;0.0
D;500-1000;>10000;200-500;0.0;0.0;0.0
D;500-1000;>10000;500-1000;0.0;0.0;0.0
D;500-1000;>10000;1000-5000;0.0;0.0;0.0
D;500-1000;>10000;>5000;0.0;0.0;0.0
D;1000-5000;<50;<50;0.0;0.0;0.0
D;1000-5000;<50;50-100;0.0;0.0;0.0
D;1000-5000;<50;100-200;0.0;0.0;0.0
D;1000-5000;<50;200-500;0.0;0.0;0.0
D;1000-5000;<50;500-1000;0.0;0.0;0.0
D;1000-5000;<50;1000-5000;0.0;0.0;0.0
D;1000-5000;<50;>5000;0.0;0.0;0.0
D;1000-5000;50-100;<50;0.0;0.0;0.0
D;1000-5000;50-100;50-100;0.0;0.0;0.0
D;1000-5000;50-100;100-200;0.0;0.0;0.0
D;1000-5000;50-100;200-500;0.0;0.0;0.0
D;1000-5000;50-100;500-1000;0.0;0.0;0.0
D;1000-5000;50-100;1000-5000;0.0;0.0;0.0
D;1000-5000;50-100;>5000;0.0;0.0;0.0
D;1000-5000;100-200;<50;0.0;0.0;0.0
D;1000-5000;100-200;50-100;0.0;0.0;0.0
D;1000-5000;100-200;100-200;0.0;0.0;0.0
D;1000-5000;100-200;200-500;0.0;0.0;0.0
D;1000-5000;100-200;500-1000;0.0;0.0;0.0
D;1000-5000;100-200;1000-5000;0.0;0.0;0.0
D;1000-5000;100-200;>5000;0.0;0.0;0.0
D;1000-5000;200-500;<50;0.0;0.0;0.0
D;1000-5000;200-500;50-100;0.0;0.0;0.0
D;1000-5000;200-500;100-200;0.0;0.0;0.0
D;1000-5000;200-500;200-500;0.0;0.0;0.0
D;1000-5000;200-500;500-1000;0.0;0.0;0.0
D;1000-5000;200-500;1000-5000;0.0;0.0;0.0
D;1000-5000;200-500;>5000;0.0;0.0;0.0
D;1000-5000;500-1000;<50;0.0;0.0;0.0
D;1000-5000;500-1000;50-100;0.0;0.0;0.0
D;1000-5000;500-1000;100-200;0.0;0.0;0.0
D;1000-5000;500-1000;200-500;0.0;0.0;0.0
D;1000-5000;500-1000;500-1000;0.0;0.0;0.0
D;1000-5000;500-1000;1000-5000;0.0;0.0;0.0
D;1000-5000;500-1000;>5000;0.0;0.0;0.0
D;1000-5000;1000-5000;<50;0.0;0.0;0.0
D;1000-5000;1000-5000;50-100;0.0;0.0;0.0
D;1000-5000;1000-5000;100-200;0.0;0.0;0.0
D;1000-5000;1000-5000;200-500;0.0;0.0;0.0
D;1000-5000;1000-5000;500-1000;0.0;0.0;0.0
D;1000-5000;1000-5000;1000-5000;0.0;0.0;0.0
D;1000-5000;1000-5000;>5000;0.0;0.0;0.0
D;1000-5000;5000-10000;<50;0.0;0.0;0.0
D;1000-5000;5000-10000;50-100;0.0;0.0;0.0
D;1000-5000;5000-10000;100-200;0.0;0.0;0.0
D;1000-5000;5000-10000;200-500;0.0;0.0;0.0
D;1000-5000;5000-10000;500-1000;0.0;0.0;0.0
D;1000-5000;5000-10000;1000-5000;0.0;0.0;0.0
D;1000-5000;5000-10000;>5000;0.0;0.0;0.0
D;1000-5000;>10000;<50;0.0;0.0;0.0
D;1000-5000;>10000;50-100;0.0;0.0;0.0
D;1000-5000;>10000;100-200;0.0;0.0;0.0
D;1000-5000;>10000;200-500;0.0;0.0;0.0
D;1000-5000;>10000;500-1000;0.0;0.0;0.0
D;1000-5000;>10000;1000-5000;0.0;0.0;0.0
D;1000-5000;>10000;>5000;0.0;0.0;0.0
D;>5000;<50;<50;0.0;0.0;0.0
D;>5000;<50;50-100;0.0;0.0;0.0
D;>5000;<50;100-200;0.0;0.0;0.0
D;>5000;<50;200-500;0.0;0.0;0.0
D;>5000;<50;500-1000;0.0;0.0;0.0
D;>5000;<50;1000-5000;0.0;0.0;0.0
D;>5000;<50;>5000;0.0;0.0;0.0
D;>5000;50-100;<50;0.0;0.0;0.0
D;>5000;50-100;50-100;0.0;0.0;0.0
D;>5000;50-100;100-200;0.0;0.0;0.0
D;>5000;50-100;200-500;0.0;0.0;0.0
D;>5000;50-100;500-1000;0.0;0.0;0.0
D;>5000;50-100;1000-5000;0.0;0.0;0.0
D;>5000;50-100;>5000;0.0;0.0;0.0
D;>5000;100-200;<50;0.0;0.0;0.0
D;>5000;100-200;50-100;0.0;0.0;0.0
D;>5000;100-200;100-200;0.0;0.0;0.0
D;>5000;100-200;200-500;0.0;0.0;0.0
D;>5000;100-200;500-1000;0.0;0.0;0.0
D;>5000;100-200;1000-5000;0.0;0.0;0.0
D;>5000;100-200;>5000;0.0;0.0;0.0
D;>5000;200-500;<50;0.0;0.0;0.0
D;>5000;200-500;50-100;0.0;0.0;0.0
D;>5000;200-500;100-200;0.0;0.0;0.0
D;>5000;200-500;200-500;0.0;0.0;0.0
D;>5000;200-500;500-1000;0.0;0.0;0.0
D;>5000;200-500;1000-5000;0.0;0.0;0.0
D;>5000;200-500;>5000;0.0;0.0;0.0
D;>5000;500-1000;<50;0.0;0.0;0.0
